2020-02-16/16:36:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:45		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:45		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:46		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:47		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:48		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:49		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:50		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:51		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:52		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:53		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:54		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:55		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:56		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:57		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:41:59		 phising_08012020_120000.csv: File loaded successfully!!
